"1";"1";"13";;"1"
"2";"1";"14";;"1"
"3";"2";"13";;"1"
"4";"2";"14";;"1"
"5";"3";"13";;"1"
"6";"3";"14";;"1"
"7";"4";"13";;"1"
"8";"4";"14";;"1"
"9";"5";"13";;"1"
"10";"5";"14";;"1"
"11";"6";"13";;"1"
"12";"6";"14";;"1"
"13";"7";"13";;"1"
"14";"7";"14";;"1"
"15";"8";"13";;"1"
"16";"8";"14";;"1"
"17";"9";"13";;"1"
"18";"9";"14";;"1"
"19";"10";"13";;"1"
"20";"10";"14";;"1"
"21";"11";"13";;"1"
"22";"11";"14";;"1"
"23";"12";"13";;"1"
"24";"12";"14";;"1"
"25";"13";"13";;"1"
"26";"13";"14";;"1"
"27";"14";"13";;"1"
"28";"14";"14";;"1"
"29";"15";"13";;"1"
"30";"15";"14";;"1"
"31";"16";"13";;"1"
"32";"16";"14";;"1"
"33";"17";"13";;"1"
"34";"17";"14";;"1"
"35";"18";"13";;"1"
"36";"18";"14";;"1"
"37";"19";"13";;"1"
"38";"19";"14";;"1"
"39";"20";"13";;"1"
"40";"20";"14";;"1"
"41";"21";"13";;"1"
"42";"21";"14";;"1"
"43";"22";"13";;"1"
"44";"22";"14";;"1"
"45";"23";"13";;"1"
"46";"23";"14";;"1"
"47";"24";"13";;"1"
"48";"24";"14";;"1"
"49";"25";"13";;"1"
"50";"25";"14";;"1"
"51";"26";"13";;"1"
"52";"26";"14";;"1"
"53";"27";"13";;"1"
"54";"27";"14";;"1"
"55";"28";"13";;"1"
"56";"28";"14";;"1"
"57";"29";"13";;"1"
"58";"29";"14";;"1"
"59";"30";"13";;"1"
"60";"30";"14";;"1"
"61";"31";"13";;"1"
"62";"31";"14";;"1"
"63";"32";"13";;"1"
"64";"32";"14";;"1"
"65";"33";"13";;"1"
"66";"33";"14";;"1"
"67";"34";"13";;"1"
"68";"34";"14";;"1"
"69";"35";"13";;"1"
"70";"35";"14";;"1"
"71";"36";"13";;"1"
"72";"36";"14";;"1"
"73";"37";"13";;"1"
"74";"37";"14";;"1"
"75";"38";"13";;"1"
"76";"38";"14";;"1"
"77";"39";"13";;"1"
"78";"39";"14";;"1"
"79";"40";"13";;"1"
"80";"40";"14";;"1"
"81";"41";"13";;"1"
"82";"41";"14";;"1"
"83";"42";"13";;"1"
"84";"42";"14";;"1"
"85";"43";"13";;"1"
"86";"43";"14";;"1"
"87";"44";"13";;"1"
"88";"44";"14";;"1"
"89";"45";"13";;"1"
"90";"45";"14";;"1"
"91";"46";"13";;"1"
"92";"46";"14";;"1"
"93";"47";"13";;"1"
"94";"47";"14";;"1"
"95";"48";"13";;"1"
"96";"48";"14";;"1"
"97";"49";"13";;"1"
"98";"49";"14";;"1"
"99";"50";"13";;"1"
"100";"50";"14";;"1"
"101";"51";"13";;"1"
"102";"51";"14";;"1"
"103";"52";"13";;"1"
"104";"52";"14";;"1"
"105";"53";"13";;"1"
"106";"53";"14";;"1"
"107";"54";"13";;"1"
"108";"54";"14";;"1"
"109";"55";"13";;"1"
"110";"55";"14";;"1"
"111";"56";"13";;"1"
"112";"56";"14";;"1"
"113";"57";"13";;"1"
"114";"57";"14";;"1"
"115";"58";"13";;"1"
"116";"58";"14";;"1"
"117";"59";"13";;"1"
"118";"59";"14";;"1"
"119";"60";"13";;"1"
"120";"60";"14";;"1"
"121";"61";"13";;"1"
"122";"61";"14";;"1"
"123";"62";"13";;"1"
"124";"62";"14";;"1"
"125";"63";"13";;"1"
"126";"63";"14";;"1"
"127";"64";"13";;"1"
"128";"64";"14";;"1"
"129";"65";"13";;"1"
"130";"65";"14";;"1"
"131";"66";"13";;"1"
"132";"66";"14";;"1"
"133";"67";"13";;"1"
"134";"67";"14";;"1"
"135";"68";"13";;"1"
"136";"68";"14";;"1"
"137";"69";"13";;"1"
"138";"69";"14";;"1"
"139";"70";"13";;"1"
"140";"70";"14";;"1"
"141";"71";"13";;"1"
"142";"71";"14";;"1"
"143";"72";"13";;"1"
"144";"72";"14";;"1"
"145";"73";"13";;"1"
"146";"73";"14";;"1"
"147";"74";"13";;"1"
"148";"74";"14";;"1"
"149";"75";"13";;"1"
"150";"75";"14";;"1"
"151";"76";"13";;"1"
"152";"76";"14";;"1"
"153";"77";"13";;"1"
"154";"77";"14";;"1"
"155";"78";"13";;"1"
"156";"78";"14";;"1"
"157";"79";"13";;"1"
"158";"79";"14";;"1"
"159";"80";"13";;"1"
"160";"80";"14";;"1"
"161";"81";"13";;"1"
"162";"81";"14";;"1"
"163";"82";"13";;"1"
"164";"82";"14";;"1"
"165";"83";"13";;"1"
"166";"83";"14";;"1"
"167";"84";"13";;"1"
"168";"84";"14";;"1"
"169";"85";"13";;"1"
"170";"85";"14";;"1"
"171";"86";"13";;"1"
"172";"86";"14";;"1"
"173";"87";"13";;"1"
"174";"87";"14";;"1"
"175";"88";"13";;"1"
"176";"88";"14";;"1"
"177";"89";"13";;"1"
"178";"89";"14";;"1"
"179";"90";"13";;"1"
"180";"90";"14";;"1"
"181";"91";"13";;"1"
"182";"91";"14";;"1"
"183";"92";"13";;"1"
"184";"92";"14";;"1"
"185";"93";"13";;"1"
"186";"93";"14";;"1"
"187";"94";"13";;"1"
"188";"94";"14";;"1"
"189";"95";"13";;"1"
"190";"95";"14";;"1"
"191";"96";"13";;"1"
"192";"96";"14";;"1"
"193";"97";"13";;"1"
"194";"97";"14";;"1"
"195";"98";"13";;"1"
"196";"98";"14";;"1"
"197";"99";"13";;"1"
"198";"99";"14";;"1"
"199";"100";"13";;"1"
"200";"100";"14";;"1"
"201";"101";"13";;"1"
"202";"101";"14";;"1"
"203";"102";"13";;"1"
"204";"102";"14";;"1"
"205";"103";"13";;"1"
"206";"103";"14";;"1"
"207";"104";"13";;"1"
"208";"104";"14";;"1"
"209";"105";"13";;"1"
"210";"105";"14";;"1"
"211";"106";"13";;"1"
"212";"106";"14";;"1"
"213";"107";"13";;"1"
"214";"107";"14";;"1"
"215";"108";"13";;"1"
"216";"108";"14";;"1"
"217";"109";"13";;"1"
"218";"109";"14";;"1"
"219";"110";"13";;"1"
"220";"110";"14";;"1"
"221";"111";"13";;"1"
"222";"111";"14";;"1"
"223";"112";"13";;"1"
"224";"112";"14";;"1"
"225";"113";"13";;"1"
"226";"113";"14";;"1"
"227";"114";"13";;"1"
"228";"114";"14";;"1"
"229";"115";"13";;"1"
"230";"115";"14";;"1"
"231";"116";"13";;"1"
"232";"116";"14";;"1"
"233";"117";"13";;"1"
"234";"117";"14";;"1"
"235";"118";"13";;"1"
"236";"118";"14";;"1"
"237";"119";"13";;"1"
"238";"119";"14";;"1"
"239";"120";"13";;"1"
"240";"120";"14";;"1"
"241";"121";"13";;"1"
"242";"121";"14";;"1"
"243";"122";"13";;"1"
"244";"122";"14";;"1"
"245";"123";"13";;"1"
"246";"123";"14";;"1"
"247";"124";"13";;"1"
"248";"124";"14";;"1"
"249";"125";"13";;"1"
"250";"125";"14";;"1"
"251";"126";"13";;"1"
"252";"126";"14";;"1"
"253";"127";"13";;"1"
"254";"127";"14";;"1"
"255";"128";"13";;"1"
"256";"128";"14";;"1"
"257";"129";"13";;"1"
"258";"129";"14";;"1"
"259";"130";"13";;"1"
"260";"130";"14";;"1"
"261";"131";"13";;"1"
"262";"131";"14";;"1"
"263";"132";"13";;"1"
"264";"132";"14";;"1"
"265";"133";"13";;"1"
"266";"133";"14";;"1"
"267";"134";"13";;"1"
"268";"134";"14";;"1"
"269";"135";"13";;"1"
"270";"135";"14";;"1"
"271";"136";"13";;"1"
"272";"136";"14";;"1"
"273";"137";"13";;"1"
"274";"137";"14";;"1"
"275";"138";"13";;"1"
"276";"138";"14";;"1"
"277";"139";"13";;"1"
"278";"139";"14";;"1"
"279";"140";"13";;"1"
"280";"140";"14";;"1"
"281";"141";"13";;"1"
"282";"141";"14";;"1"
"283";"142";"13";;"1"
"284";"142";"14";;"1"
"285";"143";"13";;"1"
"286";"143";"14";;"1"
"287";"144";"13";;"1"
"288";"144";"14";;"1"
"289";"145";"13";;"1"
"290";"145";"14";;"1"
"291";"146";"13";;"1"
"292";"146";"14";;"1"
"293";"147";"13";;"1"
"294";"147";"14";;"1"
"295";"148";"13";;"1"
"296";"148";"14";;"1"
"297";"149";"13";;"1"
"298";"149";"14";;"1"
"299";"150";"13";;"1"
"300";"150";"14";;"1"
"301";"151";"13";;"1"
"302";"151";"14";;"1"
"303";"152";"13";;"1"
"304";"152";"14";;"1"
"305";"153";"13";;"1"
"306";"153";"14";;"1"
"307";"154";"13";;"1"
"308";"154";"14";;"1"
"309";"155";"13";;"1"
"310";"155";"14";;"1"
"311";"156";"13";;"1"
"312";"156";"14";;"1"
"313";"157";"13";;"1"
"314";"157";"14";;"1"
"315";"158";"13";;"1"
"316";"158";"14";;"1"
"317";"159";"13";;"1"
"318";"159";"14";;"1"
"319";"160";"13";;"1"
"320";"160";"14";;"1"
"321";"161";"13";;"1"
"322";"161";"14";;"1"
"323";"162";"13";;"1"
"324";"162";"14";;"1"
"325";"163";"13";;"1"
"326";"163";"14";;"1"
"327";"164";"13";;"1"
"328";"164";"14";;"1"
"329";"165";"13";;"1"
"330";"165";"14";;"1"
"331";"166";"13";;"1"
"332";"166";"14";;"1"
"333";"167";"13";;"1"
"334";"167";"14";;"1"
"335";"168";"13";;"1"
"336";"168";"14";;"1"
"337";"169";"13";;"1"
"338";"169";"14";;"1"
"339";"170";"13";;"1"
"340";"170";"14";;"1"
"341";"171";"13";;"1"
"342";"171";"14";;"1"
"343";"172";"13";;"1"
"344";"172";"14";;"1"
"345";"173";"13";;"1"
"346";"173";"14";;"1"
"347";"174";"13";;"1"
"348";"174";"14";;"1"
"349";"175";"13";;"1"
"350";"175";"14";;"1"
"351";"176";"13";;"1"
"352";"176";"14";;"1"
"353";"177";"13";;"1"
"354";"177";"14";;"1"
"355";"178";"13";;"1"
"356";"178";"14";;"1"
"357";"179";"13";;"1"
"358";"179";"14";;"1"
