"1";"B_azz42193";"B_azz42193";;;;;;;"10";"5";"data/bh/products/B_azz42193/B_azz42193_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"2";"B_azz35638";"B_azz35638";;;;;;;"10";"5";"data/bh/products/B_azz35638/B_azz35638_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"3";"B_azz42952";"B_azz42952";;;;;;;"10";"5";"data/bh/products/B_azz42952/B_azz42952_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"4";"B_azz37558";"B_azz37558";;;;;;;"10";"5";"data/bh/products/B_azz37558/B_azz37558_0.jpg";"1";"1";"79.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"5";"B_azz39812";"B_azz39812";;;;;;;"10";"5";"data/bh/products/B_azz39812/B_azz39812_0.jpg";"1";"1";"79.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"6";"B_azz35932";"B_azz35932";;;;;;;"10";"5";"data/bh/products/B_azz35932/B_azz35932_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"7";"B_azz38135";"B_azz38135";;;;;;;"10";"5";"data/bh/products/B_azz38135/B_azz38135_0.jpg";"1";"1";"75.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"8";"B_azz41527";"B_azz41527";;;;;;;"10";"5";"data/bh/products/B_azz41527/B_azz41527_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"9";"B_azz39080";"B_azz39080";;;;;;;"10";"5";"data/bh/products/B_azz39080/B_azz39080_0.jpg";"1";"1";"75.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"10";"B_azz41511";"B_azz41511";;;;;;;"10";"5";"data/bh/products/B_azz41511/B_azz41511_0.jpg";"1";"1";"75.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"11";"B_azz38590";"B_azz38590";;;;;;;"10";"5";"data/bh/products/B_azz38590/B_azz38590_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"12";"B_azz42180";"B_azz42180";;;;;;;"10";"5";"data/bh/products/B_azz42180/B_azz42180_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"13";"B_azz61708";"B_azz61708";;;;;;;"10";"5";"data/bh/products/B_azz61708/B_azz61708_0.jpg";"1";"1";"71.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"14";"B_azz64787";"B_azz64787";;;;;;;"10";"5";"data/bh/products/B_azz64787/B_azz64787_0.jpg";"1";"1";"75.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"15";"B_azz36299";"B_azz36299";;;;;;;"10";"5";"data/bh/products/B_azz36299/B_azz36299_0.jpg";"1";"1";"75.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"16";"B_azz28565";"B_azz28565";;;;;;;"10";"5";"data/bh/products/B_azz28565/B_azz28565_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"17";"B_azz57067";"B_azz57067";;;;;;;"10";"5";"data/bh/products/B_azz57067/B_azz57067_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"18";"B_azz62391";"B_azz62391";;;;;;;"10";"5";"data/bh/products/B_azz62391/B_azz62391_0.jpg";"1";"1";"91.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"19";"B_azz58114";"B_azz58114";;;;;;;"10";"5";"data/bh/products/B_azz58114/B_azz58114_0.jpg";"1";"1";"71.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
"20";"B_azz60130";"B_azz60130";;;;;;;"10";"5";"data/bh/products/B_azz60130/B_azz60130_0.jpg";"1";"1";"45.0";"0";"9";"2013-08-14";"500.00000000";"2";"90";"60";"90";"1";"0";"1";"1";"1";"2013-12-12 14:20:32";"2013-12-12 14:20:32";"10"
