"1";"1"
"1";"7"
"1";"5"
"2";"1"
"2";"7"
"2";"5"
"3";"1"
"3";"7"
"3";"5"
"4";"1"
"4";"7"
"4";"7"
"5";"1"
"5";"7"
"5";"5"
"6";"1"
"6";"7"
"6";"5"
"7";"1"
"7";"7"
"7";"7"
"8";"1"
"8";"7"
"8";"5"
"9";"1"
"9";"7"
"9";"5"
"10";"1"
"10";"7"
"10";"5"
"11";"1"
"11";"7"
"11";"5"
"12";"1"
"12";"7"
"12";"5"
"13";"1"
"13";"7"
"13";"5"
"14";"1"
"14";"7"
"14";"7"
"15";"1"
"15";"7"
"15";"5"
"16";"1"
"16";"7"
"16";"5"
"17";"1"
"17";"7"
"17";"5"
"18";"1"
"18";"7"
"18";"5"
"19";"1"
"19";"7"
"19";"5"
"20";"1"
"20";"7"
"20";"5"
"21";"1"
"21";"7"
"21";"5"
"22";"1"
"22";"7"
"22";"5"
"23";"1"
"23";"7"
"23";"5"
"24";"1"
"24";"7"
"24";"5"
"25";"1"
"25";"7"
"25";"7"
"26";"1"
"26";"7"
"26";"5"
"27";"1"
"27";"7"
"27";"5"
"28";"1"
"28";"7"
"28";"2"
"29";"1"
"29";"7"
"29";"7"
"30";"1"
"30";"7"
"30";"7"
"31";"1"
"31";"7"
"31";"7"
"32";"1"
"32";"7"
"32";"7"
"33";"1"
"33";"7"
"33";"7"
"34";"1"
"34";"7"
"34";"7"
"35";"1"
"35";"7"
"35";"7"
"36";"1"
"36";"7"
"36";"7"
"37";"1"
"37";"7"
"37";"7"
"38";"1"
"38";"7"
"38";"7"
"39";"1"
"39";"7"
"39";"7"
"40";"1"
"40";"7"
"40";"7"
"41";"1"
"41";"7"
"41";"7"
"42";"1"
"42";"7"
"42";"7"
"43";"1"
"43";"7"
"43";"5"
"44";"1"
"44";"7"
"44";"7"
"45";"1"
"45";"7"
"45";"7"
"46";"1"
"46";"7"
"46";"7"
"47";"1"
"47";"7"
"47";"7"
"48";"1"
"48";"7"
"48";"7"
"49";"1"
"49";"7"
"49";"7"
"50";"1"
"50";"7"
"50";"7"
"51";"1"
"51";"7"
"51";"7"
"52";"1"
"52";"7"
"52";"7"
"53";"1"
"53";"7"
"53";"7"
"54";"1"
"54";"7"
"54";"5"
"55";"1"
"55";"7"
"55";"7"
"56";"1"
"56";"7"
"56";"5"
"57";"1"
"57";"7"
"57";"7"
"58";"1"
"58";"7"
"58";"7"
"59";"1"
"59";"7"
"59";"7"
"60";"1"
"60";"7"
"60";"7"
"61";"1"
"61";"7"
"61";"5"
"62";"1"
"62";"7"
"62";"5"
"63";"1"
"63";"7"
"63";"5"
"64";"1"
"64";"7"
"64";"5"
"65";"1"
"65";"7"
"65";"7"
"66";"1"
"66";"7"
"66";"7"
"67";"1"
"67";"7"
"67";"7"
"68";"1"
"68";"7"
"68";"7"
"69";"1"
"69";"7"
"69";"7"
"70";"1"
"70";"7"
"70";"7"
"71";"1"
"71";"7"
"71";"7"
"72";"1"
"72";"7"
"72";"5"
"73";"1"
"73";"7"
"73";"7"
"74";"1"
"74";"7"
"74";"7"
"75";"1"
"75";"7"
"75";"7"
"76";"1"
"76";"7"
"76";"5"
"77";"1"
"77";"7"
"77";"7"
"78";"1"
"78";"7"
"78";"7"
"79";"1"
"79";"7"
"79";"7"
"80";"1"
"80";"7"
"80";"7"
"81";"1"
"81";"7"
"81";"5"
"82";"1"
"82";"7"
"82";"7"
"83";"1"
"83";"7"
"83";"5"
"84";"1"
"84";"7"
"84";"5"
"85";"1"
"85";"7"
"85";"7"
"86";"1"
"86";"7"
"86";"7"
"87";"1"
"87";"7"
"87";"7"
"88";"1"
"88";"7"
"88";"7"
"89";"1"
"89";"7"
"89";"5"
"90";"1"
"90";"7"
"90";"7"
"91";"1"
"91";"7"
"91";"5"
"92";"1"
"92";"7"
"92";"5"
"93";"1"
"93";"7"
"93";"7"
"94";"1"
"94";"7"
"94";"7"
"95";"1"
"95";"7"
"95";"7"
"96";"1"
"96";"7"
"96";"5"
"97";"1"
"97";"7"
"97";"7"
"98";"1"
"98";"7"
"98";"7"
"99";"1"
"99";"7"
"99";"7"
"100";"1"
"100";"7"
"100";"5"
"101";"1"
"101";"7"
"101";"5"
"102";"1"
"102";"7"
"102";"5"
"103";"1"
"103";"7"
"103";"7"
"104";"1"
"104";"7"
"104";"7"
"105";"1"
"105";"7"
"105";"5"
"106";"1"
"106";"7"
"106";"7"
"107";"1"
"107";"7"
"107";"5"
"108";"1"
"108";"7"
"108";"7"
"109";"1"
"109";"7"
"109";"7"
"110";"1"
"110";"7"
"110";"7"
"111";"1"
"111";"7"
"111";"7"
"112";"1"
"112";"7"
"112";"7"
"113";"1"
"113";"7"
"113";"5"
"114";"1"
"114";"7"
"114";"5"
"115";"1"
"115";"7"
"115";"7"
"116";"1"
"116";"7"
"116";"7"
"117";"1"
"117";"7"
"117";"5"
"118";"1"
"118";"7"
"118";"5"
"119";"1"
"119";"7"
"119";"7"
"120";"1"
"120";"7"
"120";"7"
"121";"1"
"121";"7"
"121";"7"
"122";"1"
"122";"7"
"122";"7"
"123";"1"
"123";"7"
"123";"7"
"124";"1"
"124";"7"
"124";"7"
"125";"1"
"125";"7"
"125";"7"
"126";"1"
"126";"7"
"126";"7"
"127";"1"
"127";"7"
"127";"5"
"128";"1"
"128";"7"
"128";"5"
"129";"1"
"129";"7"
"129";"5"
"130";"1"
"130";"7"
"130";"7"
"131";"1"
"131";"7"
"131";"7"
"132";"1"
"132";"7"
"132";"7"
"133";"1"
"133";"7"
"133";"7"
"134";"1"
"134";"7"
"134";"7"
"135";"1"
"135";"7"
"135";"7"
"136";"1"
"136";"7"
"136";"7"
"137";"1"
"137";"7"
"137";"5"
"138";"1"
"138";"7"
"138";"5"
"139";"1"
"139";"7"
"139";"5"
"140";"1"
"140";"7"
"140";"5"
"141";"1"
"141";"7"
"141";"7"
"142";"1"
"142";"7"
"142";"5"
"143";"1"
"143";"7"
"143";"5"
"144";"1"
"144";"7"
"144";"7"
"145";"1"
"145";"7"
"145";"5"
"146";"1"
"146";"7"
"146";"7"
"147";"1"
"147";"7"
"147";"7"
"148";"1"
"148";"7"
"148";"5"
"149";"1"
"149";"7"
"149";"7"
"150";"1"
"150";"7"
"150";"7"
"151";"1"
"151";"7"
"151";"7"
"152";"1"
"152";"7"
"152";"7"
"153";"1"
"153";"7"
"153";"5"
"154";"1"
"154";"7"
"154";"7"
"155";"1"
"155";"7"
"155";"7"
"156";"1"
"156";"7"
"156";"7"
"157";"1"
"157";"7"
"157";"7"
"158";"1"
"158";"7"
"158";"7"
"159";"1"
"159";"7"
"159";"7"
"160";"1"
"160";"7"
"160";"7"
"161";"1"
"161";"7"
"161";"7"
"162";"1"
"162";"7"
"162";"7"
"163";"1"
"163";"7"
"163";"5"
"164";"1"
"164";"7"
"164";"5"
"165";"1"
"165";"7"
"165";"5"
"166";"1"
"166";"7"
"166";"5"
"167";"1"
"167";"7"
"167";"6"
"168";"1"
"168";"7"
"168";"7"
"169";"1"
"169";"7"
"169";"6"
"170";"1"
"170";"7"
"170";"7"
"171";"1"
"171";"7"
"171";"7"
"172";"1"
"172";"7"
"172";"7"
"173";"1"
"173";"7"
"173";"7"
"174";"1"
"174";"7"
"174";"7"
"175";"1"
"175";"7"
"175";"7"
"176";"1"
"176";"7"
"176";"7"
"177";"1"
"177";"7"
"177";"5"
"178";"1"
"178";"7"
"178";"5"
"179";"1"
"179";"7"
"179";"5"
"180";"1"
"180";"7"
"180";"7"
"181";"1"
"181";"7"
"181";"7"
"182";"1"
"182";"7"
"182";"7"
"183";"1"
"183";"7"
"183";"7"
"184";"1"
"184";"7"
"184";"7"
"185";"1"
"185";"7"
"185";"7"
"186";"1"
"186";"7"
"186";"7"
"187";"1"
"187";"7"
"187";"7"
"188";"1"
"188";"7"
"188";"7"
"189";"1"
"189";"7"
"189";"7"
"190";"1"
"190";"7"
"190";"7"
"191";"1"
"191";"7"
"191";"7"
"192";"1"
"192";"7"
"192";"7"
"193";"1"
"193";"7"
"193";"7"
"194";"1"
"194";"7"
"194";"7"
"195";"1"
"195";"7"
"195";"7"
"196";"1"
"196";"7"
"196";"7"
"197";"1"
"197";"7"
"197";"7"
"198";"1"
"198";"7"
"198";"7"
"199";"1"
"199";"7"
"199";"5"
"200";"1"
"200";"7"
"200";"7"
"201";"1"
"201";"7"
"201";"7"
"202";"1"
"202";"7"
"202";"7"
"203";"1"
"203";"7"
"203";"7"
"204";"1"
"204";"7"
"204";"7"
"205";"1"
"205";"7"
"205";"7"
"206";"1"
"206";"7"
"206";"7"
"207";"1"
"207";"7"
"207";"7"
"208";"1"
"208";"7"
"208";"5"
"209";"1"
"209";"7"
"209";"7"
"210";"1"
"210";"7"
"210";"7"
"211";"1"
"211";"7"
"211";"7"
"212";"1"
"212";"7"
"212";"7"
"213";"1"
"213";"7"
"213";"7"
"214";"1"
"214";"7"
"214";"7"
"215";"1"
"215";"7"
"215";"7"
"216";"1"
"216";"7"
"216";"7"
"217";"1"
"217";"7"
"217";"7"
"218";"1"
"218";"7"
"218";"7"
"219";"1"
"219";"7"
"219";"7"
"220";"1"
"220";"7"
"220";"7"
"221";"1"
"221";"7"
"221";"5"
"222";"1"
"222";"7"
"222";"7"
"223";"1"
"223";"7"
"223";"7"
"224";"1"
"224";"7"
"224";"4"
"225";"1"
"225";"7"
"225";"7"
"226";"1"
"226";"7"
"226";"7"
"227";"1"
"227";"7"
"227";"7"
"228";"1"
"228";"7"
"228";"7"
"229";"1"
"229";"7"
"229";"7"
"230";"1"
"230";"7"
"230";"7"
"231";"1"
"231";"7"
"231";"7"
"232";"1"
"232";"7"
"232";"7"
"233";"1"
"233";"7"
"233";"7"
"234";"1"
"234";"7"
"234";"7"
"235";"1"
"235";"7"
"235";"7"
"236";"1"
"236";"7"
"236";"7"
"237";"1"
"237";"7"
"237";"7"
"238";"1"
"238";"7"
"238";"7"
"239";"1"
"239";"7"
"239";"7"
"240";"1"
"240";"7"
"240";"5"
"241";"1"
"241";"7"
"241";"7"
"242";"1"
"242";"7"
"242";"5"
"243";"1"
"243";"7"
"243";"7"
"244";"1"
"244";"7"
"244";"7"
"245";"1"
"245";"7"
"245";"4"
"246";"1"
"246";"7"
"246";"5"
"247";"1"
"247";"7"
"247";"7"
"248";"1"
"248";"7"
"248";"7"
"249";"1"
"249";"7"
"249";"7"
"250";"1"
"250";"7"
"250";"7"
"251";"1"
"251";"7"
"251";"5"
"252";"1"
"252";"7"
"252";"5"
"253";"1"
"253";"7"
"253";"7"
"254";"1"
"254";"7"
"254";"7"
"255";"1"
"255";"7"
"255";"5"
"256";"1"
"256";"7"
"256";"7"
"257";"1"
"257";"7"
"257";"7"
"258";"1"
"258";"7"
"258";"7"
"259";"1"
"259";"7"
"259";"7"
"260";"1"
"260";"7"
"260";"7"
"261";"1"
"261";"7"
"261";"7"
"262";"1"
"262";"7"
"262";"7"
"263";"1"
"263";"7"
"263";"5"
"264";"1"
"264";"7"
"264";"7"
"265";"1"
"265";"7"
"265";"7"
"266";"1"
"266";"7"
"266";"5"
"267";"1"
"267";"7"
"267";"7"
"268";"1"
"268";"7"
"268";"7"
"269";"1"
"269";"7"
"269";"7"
"270";"1"
"270";"7"
"270";"7"
"271";"1"
"271";"7"
"271";"7"
"272";"1"
"272";"7"
"272";"7"
"273";"1"
"273";"7"
"273";"7"
"274";"1"
"274";"7"
"274";"7"
"275";"1"
"275";"7"
"275";"5"
"276";"1"
"276";"7"
"276";"2"
"277";"1"
"277";"7"
"277";"5"
"278";"1"
"278";"7"
"278";"5"
"279";"1"
"279";"7"
"279";"7"
"280";"1"
"280";"7"
"280";"5"
"281";"1"
"281";"7"
"281";"7"
"282";"1"
"282";"7"
"282";"7"
"283";"1"
"283";"7"
"283";"7"
"284";"1"
"284";"7"
"284";"7"
"285";"1"
"285";"7"
"285";"7"
"286";"1"
"286";"7"
"286";"7"
"287";"1"
"287";"7"
"287";"5"
"288";"1"
"288";"7"
"288";"5"
"289";"1"
"289";"7"
"289";"5"
"290";"1"
"290";"7"
"290";"7"
"291";"1"
"291";"7"
"291";"7"
"292";"1"
"292";"7"
"292";"7"
"293";"1"
"293";"7"
"293";"6"
"294";"1"
"294";"7"
"294";"7"
"295";"1"
"295";"7"
"295";"5"
"296";"1"
"296";"7"
"296";"7"
"297";"1"
"297";"7"
"297";"5"
"298";"1"
"298";"7"
"298";"7"
"299";"1"
"299";"7"
"299";"7"
"300";"1"
"300";"7"
"300";"2"
"301";"1"
"301";"7"
"301";"7"
"302";"1"
"302";"7"
"302";"7"
"303";"1"
"303";"7"
"303";"6"
"304";"1"
"304";"7"
"304";"5"
"305";"1"
"305";"7"
"305";"7"
"306";"1"
"306";"7"
"306";"2"
"307";"1"
"307";"7"
"307";"7"
"308";"1"
"308";"7"
"308";"7"
"309";"1"
"309";"7"
"309";"7"
"310";"1"
"310";"7"
"310";"7"
"311";"1"
"311";"7"
"311";"7"
"312";"1"
"312";"7"
"312";"7"
"313";"1"
"313";"7"
"313";"7"
"314";"1"
"314";"7"
"314";"7"
"315";"1"
"315";"7"
"315";"7"
"316";"1"
"316";"7"
"316";"7"
"317";"1"
"317";"7"
"317";"5"
"318";"1"
"318";"7"
"318";"7"
"319";"1"
"319";"7"
"319";"7"
"320";"1"
"320";"7"
"320";"7"
"321";"1"
"321";"7"
"321";"5"
"322";"1"
"322";"7"
"322";"7"
"323";"1"
"323";"7"
"323";"7"
"324";"1"
"324";"7"
"324";"7"
"325";"1"
"325";"7"
"325";"5"
"326";"1"
"326";"7"
"326";"5"
"327";"1"
"327";"7"
"327";"7"
"328";"1"
"328";"7"
"328";"7"
"329";"1"
"329";"7"
"329";"7"
"330";"1"
"330";"7"
"330";"7"
"331";"1"
"331";"7"
"331";"7"
"332";"1"
"332";"7"
"332";"7"
"333";"1"
"333";"7"
"333";"7"
"334";"1"
"334";"7"
"334";"7"
"335";"1"
"335";"7"
"335";"5"
"336";"1"
"336";"7"
"336";"5"
"337";"1"
"337";"7"
"337";"7"
"338";"1"
"338";"7"
"338";"7"
"339";"1"
"339";"7"
"339";"7"
"340";"1"
"340";"7"
"340";"7"
"341";"1"
"341";"7"
"341";"7"
"342";"1"
"342";"7"
"342";"7"
"343";"1"
"343";"7"
"343";"7"
"344";"1"
"344";"7"
"344";"7"
"345";"1"
"345";"7"
"345";"7"
"346";"1"
"346";"7"
"346";"7"
"347";"1"
"347";"7"
"347";"7"
"348";"1"
"348";"7"
"348";"7"
"349";"1"
"349";"7"
"349";"7"
"350";"1"
"350";"7"
"350";"7"
"351";"1"
"351";"7"
"351";"5"
"352";"1"
"352";"7"
"352";"5"
"353";"1"
"353";"7"
"353";"7"
"354";"1"
"354";"7"
"354";"7"
"355";"1"
"355";"7"
"355";"5"
"356";"1"
"356";"7"
"356";"7"
"357";"1"
"357";"7"
"357";"5"
"358";"1"
